"ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"28896","JJ432902","09/29/2025 02:42:00 PM","082XX S WENTWORTH AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","false","false","0622","006","6","44","01A","1176420","1850382","2025","10/07/2025 03:43:32 PM","41.744798659","-87.629147941","(41.744798659, -87.629147941)"
"28895","JJ432437","09/29/2025 08:45:00 AM","083XX S BAKER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0424","004","10","46","01A","1198403","1849694","2025","10/07/2025 03:43:32 PM","41.742388845","-87.5486236","(41.742388845, -87.5486236)"
"28893","JJ431180","09/28/2025 01:02:00 AM","012XX S FARRAR DR","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1022","010","24","29","01A","1157544","1894094","2025","10/06/2025 03:55:00 PM","41.865153255","-87.697127009","(41.865153255, -87.697127009)"
"28894","JJ431144","09/28/2025 12:01:00 AM","072XX S WINCHESTER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","false","false","0735","007","17","67","01A","1164609","1856626","2025","10/06/2025 03:55:00 PM","41.762190175","-87.672249359","(41.762190175, -87.672249359)"
"28891","JJ429942","09/27/2025 12:57:00 AM","078XX S MARYLAND AVE","0110","HOMICIDE","FIRST DEGREE MURDER","VACANT LOT","false","false","0624","006","8","69","01A","1183261","1853226","2025","10/05/2025 03:43:04 PM","41.752446537","-87.603993456","(41.752446537, -87.603993456)"
"28892","JJ429989","09/27/2025 12:27:00 AM","012XX W SUNNYSIDE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1913","019","46","3","01A","1167297","1930019","2025","10/05/2025 03:43:04 PM","41.963529694","-87.660288652","(41.963529694, -87.660288652)"
"28890","JJ428648","09/25/2025 10:47:00 PM","040XX W WILCOX ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1115","011","28","26","01A","1149516","1899031","2025","10/03/2025 03:42:47 PM","41.87886043","-87.726470068","(41.87886043, -87.726470068)"
"28889","JJ428499","09/25/2025 07:41:00 PM","133XX S CALUMET AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0533","005","9","54","01A","1180829","1816936","2025","10/03/2025 03:42:47 PM","41.652918149","-87.614016387","(41.652918149, -87.614016387)"
"28888","JJ428073","09/25/2025 12:55:00 PM","000XX W 26TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","HOTEL","false","false","0133","001","3","35","01A","1176575","1887109","2025","10/03/2025 03:42:47 PM","41.845577671","-87.627475027","(41.845577671, -87.627475027)"
"28996","JJ423051","09/25/2025 09:48:00 AM","046XX W DIVERSEY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","2521","025","31","20","01A","1144951","1918212","2025","02/13/2026 03:42:59 PM","41.931582515","-87.742747165","(41.931582515, -87.742747165)"
"28886","JJ411797","09/23/2025 05:18:00 PM","011XX S MOZART ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1135","011","28","29","01A","1157532","1894939","2025","12/04/2025 03:41:15 PM","41.867472266","-87.697148073","(41.867472266, -87.697148073)"
"28884","JJ424308","09/22/2025 03:51:00 PM","055XX W LAKE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1523","015","37","25","01A","1139282","1902195","2025","09/30/2025 03:45:51 PM","41.887735279","-87.763970791","(41.887735279, -87.763970791)"
"28883","JJ423017","09/21/2025 03:54:00 PM","118XX S EMERALD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0524","005","21","53","01A","1173455","1826177","2025","09/29/2025 03:44:05 PM","41.678442688","-87.640725479","(41.678442688, -87.640725479)"
"28882","JJ422520","09/21/2025 03:14:00 AM","002XX N HALSTED ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1214","012","27","28","01A","1171006","1901752","2025","09/29/2025 03:44:05 PM","41.885882957","-87.647483237","(41.885882957, -87.647483237)"
"28881","JJ422442","09/21/2025 01:39:00 AM","106XX S AVENUE M","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false","0432","004","10","52","01A","1201519","1835022","2025","09/29/2025 03:44:05 PM","41.702049219","-87.53770369","(41.702049219, -87.53770369)"
"28880","JJ421438","09/20/2025 07:33:00 AM","034XX W MONROE ST","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true","1123","011","28","27","01A","1153552","1899323","2025","01/08/2026 03:45:27 PM","41.879582441","-87.711642782","(41.879582441, -87.711642782)"
"28885","JJ413450","09/20/2025 12:55:00 AM","009XX W 85TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0613","006","17","71","01A","1171616","1848471","2025","09/28/2025 03:42:59 PM","41.739661151","-87.646806288","(41.739661151, -87.646806288)"
"28879","JJ418955","09/18/2025 11:07:00 AM","069XX S PAULINA ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false","0735","007","17","67","01A","1166209","1858693","2025","09/26/2025 03:47:33 PM","41.767828409","-87.666326388","(41.767828409, -87.666326388)"
"28877","JJ415511","09/15/2025 05:09:00 PM","068XX S ANTHONY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","false","false","0322","003","6","69","01A","1180279","1859681","2025","09/23/2025 03:43:31 PM","41.770228593","-87.614723514","(41.770228593, -87.614723514)"
"28876","JJ414756","09/15/2025 05:08:00 AM","106XX S AVENUE M","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0432","004","10","52","01A","1201520","1834989","2025","09/23/2025 03:43:31 PM","41.701958639","-87.537701144","(41.701958639, -87.537701144)"
"28875","JJ414608","09/14/2025 11:09:00 PM","050XX N KENMORE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","2024","020","48","3","01A","1168335","1933955","2025","09/22/2025 03:43:19 PM","41.974307765","-87.656357944","(41.974307765, -87.656357944)"
"28874","JJ413290","09/13/2025 07:56:00 PM","113XX S CARPENTER ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","2234","022","21","75","01A","1171350","1829663","2025","09/21/2025 03:51:37 PM","41.688055018","-87.648329098","(41.688055018, -87.648329098)"
"29197","JJ412803","09/13/2025 11:47:00 AM","057XX S LAKE SHORE DR","0110","HOMICIDE","FIRST DEGREE MURDER","LAKE","true","true","0331","003","5","41","01A","1189732","1867385","2025","06/18/2026 03:43:56 PM","41.791146992","-87.579825747","(41.791146992, -87.579825747)"
"29198","JJ412803","09/13/2025 11:47:00 AM","057XX S LAKE SHORE DR","0110","HOMICIDE","FIRST DEGREE MURDER","LAKE","true","true","0331","003","5","41","01A","1189741","1867369","2025","06/18/2026 03:43:56 PM","41.79110287","-87.57979326","(41.79110287, -87.57979326)"
"28873","JJ412493","09/13/2025 03:37:00 AM","034XX W WABANSIA AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1422","014","26","23","01A","1153294","1911087","2025","10/17/2025 03:41:17 PM","41.911869121","-87.712277446","(41.911869121, -87.712277446)"
"28872","JJ411700","09/12/2025 02:10:00 PM","049XX W MONROE ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","1533","015","28","25","01A","1143566","1899210","2025","09/20/2025 03:43:29 PM","41.879465","-87.748313102","(41.879465, -87.748313102)"
"28871","JJ411492","09/12/2025 11:06:00 AM","008XX E 91ST ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0633","006","8","44","01A","1183443","1844818","2025","09/20/2025 03:43:29 PM","41.72936983","-87.60358779","(41.72936983, -87.60358779)"
"13963328","JJ410016","09/11/2025 04:55:00 AM","006XX N MICHIGAN AVE","0142","HOMICIDE","RECKLESS HOMICIDE","STREET","false","false","1834","018","42","8","01B","1177327","1904307","2025","05/02/2026 03:43:05 PM","41.892753031","-87.624193896","(41.892753031, -87.624193896)"
"28870","JJ409923","09/11/2025 01:00:00 AM","112XX S UNION AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","false","2233","022","21","49","01A","1173650","1830418","2025","09/21/2025 03:47:50 PM","41.69007636","-87.639886756","(41.69007636, -87.639886756)"
"28868","JJ408484","09/09/2025 08:21:00 PM","074XX S KIMBARK AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0324","003","8","43","01A","1186167","1855982","2025","09/17/2025 03:54:39 PM","41.759941172","-87.593257453","(41.759941172, -87.593257453)"
"28867","JJ408118","09/09/2025 04:28:00 PM","008XX E 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","BARBER SHOP/BEAUTY SALON","false","false","0624","006","8","44","01A","1183413","1852812","2025","09/17/2025 03:54:39 PM","41.751306941","-87.603449317","(41.751306941, -87.603449317)"
"28866","JJ407910","09/09/2025 01:17:00 PM","025XX E 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0421","004","7","43","01A","1194417","1853077","2025","09/17/2025 03:54:39 PM","41.751770885","-87.563117056","(41.751770885, -87.563117056)"
"28865","JJ407278","09/08/2025 10:12:00 PM","095XX S HALSTED ST","0110","HOMICIDE","FIRST DEGREE MURDER","CTA PROPERTY","true","false","2223","022","21","73","01A","1172654","1841670","2025","10/08/2025 03:45:03 PM","41.720975481","-87.643203009","(41.720975481, -87.643203009)"
"28864","JJ406253","09/08/2025 09:42:00 AM","022XX S STATE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0131","001","3","33","01A","1176662","1889603","2025","12/04/2025 03:41:15 PM","41.852419423","-87.627080475","(41.852419423, -87.627080475)"
"28863","JJ405956","09/07/2025 11:25:00 PM","000XX N WESTERN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","GAS STATION","false","false","1223","012","27","28","01A","1160400","1900403","2025","09/15/2025 03:43:42 PM","41.882407184","-87.686468002","(41.882407184, -87.686468002)"
"28862","JJ405846","09/07/2025 07:47:00 PM","048XX W FULTON ST","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","true","false","1532","015","28","25","01A","1143898","1901492","2025","11/21/2025 03:42:04 PM","41.885720867","-87.74703679","(41.885720867, -87.74703679)"
"28861","JJ405076","09/07/2025 05:42:00 AM","035XX S ARCHER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","CTA PROPERTY","true","false","0912","009","12","59","01A","1162049","1880721","2025","09/15/2025 03:43:42 PM","41.828363555","-87.680961958","(41.828363555, -87.680961958)"
"28860","JJ404146","09/06/2025 11:10:00 AM","003XX W 93RD ST","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","false","0634","006","9","49","01A","1175588","1843432","2025","11/28/2025 03:41:20 PM","41.725745603","-87.632403887","(41.725745603, -87.632403887)"
"28859","JJ404089","09/06/2025 10:35:00 AM","030XX W POLK ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1134","011","28","27","01A","1156245","1896214","2025","09/14/2025 03:47:27 PM","41.870997075","-87.701838436","(41.870997075, -87.701838436)"
"28858","JJ403653","09/05/2025 09:57:00 PM","013XX S MICHIGAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0131","001","3","33","01A","1177434","1894309","2025","09/13/2025 04:01:55 PM","41.865315536","-87.624104363","(41.865315536, -87.624104363)"
"28857","JJ397324","09/05/2025 09:16:00 AM","082XX S ST LOUIS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0834","008","18","70","01A","1154493","1849540","2025","09/13/2025 04:01:55 PM","41.742952387","-87.709514452","(41.742952387, -87.709514452)"
"28856","JJ400163","09/03/2025 03:30:00 PM","043XX W MONROE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1115","011","28","26","01A","1147448","1899308","2025","09/11/2025 04:04:22 PM","41.879660425","-87.73405634","(41.879660425, -87.73405634)"
"28854","JJ397618","09/01/2025 12:49:00 PM","026XX S KOLIN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1031","010","22","30","01A","1147821","1885916","2025","09/09/2025 04:14:42 PM","41.842903964","-87.733030551","(41.842903964, -87.733030551)"
"28853","JJ397016","08/31/2025 08:38:00 PM","024XX S DRAKE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","1024","010","22","30","01A","1153090","1887560","2025","09/08/2025 04:14:49 PM","41.847312612","-87.713650953","(41.847312612, -87.713650953)"
"28852","JJ396921","08/31/2025 07:47:00 PM","132XX S ELLIS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0533","005","10","54","01A","1185544","1817582","2025","09/08/2025 04:14:49 PM","41.654581609","-87.596744537","(41.654581609, -87.596744537)"
"28851","JJ396061","08/31/2025 03:02:00 AM","063XX S ELIZABETH ST","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false","0724","007","16","67","01A","1169078","1862702","2025","10/24/2025 03:41:42 PM","41.778768071","-87.655694415","(41.778768071, -87.655694415)"
"28850","JJ396021","08/31/2025 02:29:00 AM","019XX W 17TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1234","012","25","31","01A","1163812","1891753","2025","09/08/2025 04:14:49 PM","41.858599563","-87.674183011","(41.858599563, -87.674183011)"
"28849","JJ395773","08/30/2025 08:36:00 PM","009XX E 131ST ST","0110","HOMICIDE","FIRST DEGREE MURDER","CHA GROUNDS","false","false","0533","005","10","54","01A","1184687","1818555","2025","09/07/2025 03:57:31 PM","41.657271718","-87.599849988","(41.657271718, -87.599849988)"
"28848","JJ395241","08/30/2025 11:43:00 AM","005XX N SAWYER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1121","011","27","23","01A","1154613","1903444","2025","09/07/2025 03:57:31 PM","41.890869719","-87.707636599","(41.890869719, -87.707636599)"
"28855","JJ394968","08/30/2025 04:00:00 AM","002XX N LAKEFRONT DR","0110","HOMICIDE","FIRST DEGREE MURDER","LAKE","true","false","0114","001","42","32","01A","1180456","1901861","2025","02/05/2026 03:40:58 PM","41.885969562","-87.612777909","(41.885969562, -87.612777909)"
"28847","JJ394850","08/30/2025 12:36:00 AM","077XX S ESSEX AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false","0421","004","7","43","01A","1194204","1854115","2025","01/01/2026 03:46:06 PM","41.754624469","-87.563863568","(41.754624469, -87.563863568)"
"28846","JJ393015","08/28/2025 10:19:00 PM","006XX W 47TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false","0925","009","15","61","01A","1172831","1873725","2025","09/05/2025 04:05:01 PM","41.808934381","-87.641610504","(41.808934381, -87.641610504)"
"28844","JJ391436","08/27/2025 12:36:00 PM","052XX W GLADYS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","GANGWAY","false","false","1522","015","29","25","01A","1141451","1897839","2025","09/04/2025 03:58:58 PM","41.8757421","-87.756113013","(41.8757421, -87.756113013)"
"28843","JJ390980","08/27/2025 02:40:00 AM","001XX N MASON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","false","false","1512","015","29","25","01A","1136749","1900440","2025","09/04/2025 03:58:58 PM","41.88296507","-87.773314984","(41.88296507, -87.773314984)"
"28842","JJ389673","08/26/2025 03:21:00 AM","009XX W 78TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true","0621","006","17","71","01A","1171216","1853110","2025","02/18/2026 03:55:47 PM","41.752399933","-87.648136482","(41.752399933, -87.648136482)"
"28845","JJ387035","08/25/2025 05:39:00 PM","030XX S HAMLIN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","1031","010","22","30","01A","1151523","1884114","2025","09/02/2025 03:50:33 PM","41.837887238","-87.71949228","(41.837887238, -87.71949228)"
"28841","JJ388282","08/25/2025 12:28:00 AM","048XX W SUPERIOR ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1531","015","37","25","01A","1143959","1904526","2025","09/02/2025 03:50:33 PM","41.894045374","-87.746736617","(41.894045374, -87.746736617)"
"28840","JJ388199","08/24/2025 10:19:00 PM","080XX S INGLESIDE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","false","0631","006","8","44","01A","1183956","1851990","2025","04/08/2026 03:44:06 PM","41.74903863","-87.601485132","(41.74903863, -87.601485132)"
"28839","JJ387106","08/24/2025 07:52:00 AM","038XX W CHICAGO AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1112","011","37","23","01A","1150471","1905064","2025","05/27/2026 03:42:49 PM","41.895397041","-87.722805855","(41.895397041, -87.722805855)"
"28838","JJ384653","08/22/2025 07:42:00 PM","049XX S ARCHER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","true","false","0821","008","14","57","01A","1151005","1871530","2025","12/21/2025 03:42:59 PM","41.803365154","-87.721721771","(41.803365154, -87.721721771)"
"28834","JJ384512","08/21/2025 11:30:00 PM","039XX W GLADYS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1132","011","28","26","01A","1150146","1898064","2025","08/29/2025 03:46:10 PM","41.876194627","-87.724182009","(41.876194627, -87.724182009)"
"28835","JJ384488","08/21/2025 11:14:00 PM","003XX S MAPLEWOOD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","1125","011","27","28","01A","1159434","1898293","2025","08/29/2025 03:46:10 PM","41.876637074","-87.690073243","(41.876637074, -87.690073243)"
"28833","JJ384488","08/21/2025 10:43:00 PM","003XX S MAPLEWOOD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","1125","011","27","28","01A","1159434","1898293","2025","08/29/2025 03:46:10 PM","41.876637074","-87.690073243","(41.876637074, -87.690073243)"
"28933","JF505994","08/21/2025 02:49:00 AM","055XX W SCHOOL ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1633","016","30","15","01A","1138766","1921390","2025","10/31/2025 03:40:59 PM","41.940417937","-87.765398957","(41.940417937, -87.765398957)"
"28831","JJ380177","08/18/2025 07:55:00 PM","077XX S KINGSTON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","DRIVEWAY","false","false","0421","004","7","43","01A","1194533","1854177","2025","08/26/2025 03:43:28 PM","41.754786521","-87.562655871","(41.754786521, -87.562655871)"
"28830","JJ379205","08/18/2025 07:29:00 AM","075XX S STONY ISLAND AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PARKING LOT","true","true","0411","004","8","43","01A","1188123","1855151","2025","01/27/2026 03:41:24 PM","41.757614433","-87.586115266","(41.757614433, -87.586115266)"
"28829","JJ378332","08/17/2025 12:14:00 PM","049XX W ADAMS ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false","1533","015","28","25","01A","1143551","1898879","2025","12/04/2025 03:41:15 PM","41.878556976","-87.748376464","(41.878556976, -87.748376464)"
